order_id,order_date,product_id,customer_id,quantity,discount_rate,unit_price,revenue,cogs,gross_margin
O000981,2024-08-11,P0021,C0014,6,0.096,39.39,236.34,372.42,-136.08
O000982,2024-05-16,P0112,C0016,11,0.093,279.91,3079.01,1285.79,1793.22
O000983,2024-05-19,P0055,C0019,10,0.051,285.2,2852.0,972.3,1879.7
O000984,2024-10-08,P0081,C0034,15,0.179,106.36,1595.4,1754.55,-159.15
O000985,2025-02-21,P0040,C0044,12,0.049,290.96,3491.52,1945.56,1545.96
O000986,2024-10-04,P0083,C0046,11,0.082,175.69,1932.59,258.83,1673.76
O000987,2024-08-22,P0116,C0006,15,0.001,67.78,1016.7,2434.5,-1417.8
O000988,2024-11-02,P0015,C0013,11,0.063,107.05,1177.55,1077.01,100.54
O000989,2024-07-14,P0073,C0036,9,0.013,168.74,1518.66,1597.77,-79.11
O000990,2024-01-26,P0052,C0022,8,0.134,96.7,773.6,528.56,245.04
O000991,2024-08-24,P0074,C0018,11,0.101,151.0,1661.0,545.93,1115.07
O000992,2025-02-06,P0108,C0012,7,0.103,87.55,612.85,347.2,265.65
O000993,2024-03-14,P0095,C0052,9,0.052,236.86,2131.74,1141.56,990.18
O000994,2024-10-16,P0053,C0059,8,0.147,56.9,455.2,1361.44,-906.24
O000995,2024-03-25,P0087,C0054,13,0.001,102.3,1329.9,195.13,1134.77
O000996,2024-08-13,P0052,C0030,5,0.06,104.96,524.8,330.35,194.45
O000997,2024-02-10,P0030,C0053,12,0.119,148.27,1779.24,428.76,1350.48
O000998,2024-07-08,P0033,C0051,11,0.163,62.4,686.4,1286.45,-600.05
O000999,2024-11-13,P0057,C0040,9,0.042,180.94,1628.46,634.86,993.6
O001000,2024-05-25,P0052,C0007,9,0.097,100.83,907.47,594.63,312.84
O001001,2024-10-06,P0009,C0032,14,0.097,164.67,2305.38,399.98,1905.4
O001002,2024-11-30,P0054,C0048,12,0.157,155.8,1869.6,763.08,1106.52
O001003,2025-01-24,P0111,C0019,10,0.009,22.53,225.3,1628.7,-1403.4
O001004,2024-04-08,P0001,C0006,7,0.076,59.41,415.87,454.37,-38.5
O001005,2024-06-16,P0044,C0020,3,0.033,288.3,864.9,244.38,620.52
O001006,2024-03-05,P0099,C0027,12,0.004,30.64,367.68,799.92,-432.24
O001007,2025-02-20,P0075,C0053,8,0.026,251.76,2014.08,988.88,1025.2
O001008,2025-01-24,P0098,C0043,16,0.176,33.81,540.96,506.4,34.56
O001009,2024-08-14,P0080,C0037,7,0.039,113.48,794.36,817.32,-22.96
O001010,2024-12-19,P0009,C0048,9,0.168,151.72,1365.48,257.13,1108.35
O001011,2024-08-06,P0032,C0007,6,0.037,159.11,954.66,882.0,72.66
O001012,2024-09-18,P0015,C0059,11,0.168,95.06,1045.66,1077.01,-31.35
O001013,2024-02-07,P0012,C0005,6,0.118,73.56,441.36,627.24,-185.88
O001014,2024-11-13,P0097,C0011,5,0.02,200.88,1004.4,845.6,158.8
O001015,2024-02-23,P0109,C0015,6,0.105,133.26,799.56,144.06,655.5
O001016,2024-12-12,P0078,C0003,10,0.057,243.03,2430.3,1332.5,1097.8
O001017,2024-11-24,P0057,C0058,11,0.069,175.84,1934.24,775.94,1158.3
O001018,2024-10-24,P0008,C0005,11,0.079,58.99,648.89,981.42,-332.53
O001019,2024-01-16,P0072,C0023,5,0.076,271.23,1356.15,460.95,895.2
O001020,2024-05-07,P0027,C0053,12,0.12,252.62,3031.44,568.2,2463.24
O001021,2024-04-20,P0062,C0037,10,0.138,149.2,1492.0,597.5,894.5
O001022,2024-05-31,P0012,C0009,-1,0.059,78.48,549.36,731.78,-182.42
O001023,2024-02-06,P0065,C0015,13,0.166,189.81,2467.53,1467.05,1000.48
O001024,2025-01-28,P0107,C0003,9,0.169,214.01,1926.09,891.9,1034.19
O001025,2024-08-20,P0104,C0029,8,0.007,310.44,2483.52,972.16,1511.36
O001026,2024-05-08,P0042,C0006,6,0.003,127.52,765.12,161.58,603.54
O001027,2024-06-15,P0062,C0017,-1,0.077,159.76,1757.36,657.25,1100.11
O001028,2024-07-06,P0115,C0026,10,0.106,124.92,1249.2,1328.6,-79.4
O001029,2024-09-09,P0011,C0021,9,0.05,203.16,1828.44,1249.74,578.7
O001030,2024-08-04,P0103,C0008,10,0.047,225.35,2253.5,523.7,1729.8
O001031,2025-01-21,P0043,C0021,8,0.122,17.31,138.48,377.6,-239.12
O001032,2024-07-27,P0095,C0057,3,0.108,222.87,668.61,380.52,288.09
O001033,2025-02-20,P0017,C0011,5,0.03,206.75,1033.75,61.85,971.9
O001034,2024-12-23,P0097,C0038,8,0.159,172.39,1379.12,1352.96,26.16
O001035,2024-03-28,P0032,C0008,5,0.122,145.06,725.3,735.0,-9.7
O001036,2025-01-25,P0093,C0042,7,0.065,50.26,351.82,832.79,-480.97
O001037,2024-02-18,P0085,C0024,10,0.123,137.7,1377.0,631.7,745.3
O001038,2024-12-09,P0085,C0035,5,0.02,153.87,769.35,315.85,453.5
O001039,2024-06-08,P0040,C0055,11,0.084,280.25,3082.75,1783.43,1299.32
O001040,2025-01-03,P0023,C0014,8,0.03,93.01,744.08,1312.8,-568.72
O001041,2024-12-30,P0056,C0055,12,0.007,225.7,2708.4,1547.04,1161.36
O001042,2024-12-04,P0006,C0014,5,0.061,204.11,1020.55,588.3,432.25
O001043,2024-11-27,P0086,C0010,17,0.027,175.64,2985.88,681.36,2304.52
O001044,2024-05-07,P0050,C0012,9,0.114,117.35,1056.15,415.8,640.35
O001045,2024-02-03,P0102,C0038,6,0.121,184.08,1104.48,953.4,151.08
O001046,2024-06-18,P0037,C0044,9,0.027,206.15,1855.35,1453.68,401.67
O001047,2024-03-13,P0109,C0055,5,0.004,148.29,741.45,120.05,621.4
O001048,2024-10-18,P0064,C0046,9,0.143,206.48,1858.32,129.06,1729.26
O001049,2024-05-25,P0115,C0034,10,0.0,139.73,1397.3,1328.6,68.7
O001050,2025-02-13,P0054,C0041,10,0.062,173.36,1733.6,635.9,1097.7
O001051,2024-09-26,P0072,C0010,11,0.089,267.41,2941.51,1014.09,1927.42
O001052,2024-12-11,P0105,C0058,7,0.147,147.12,1029.84,1039.92,-10.08
O001053,2024-02-25,P0049,C0017,8,0.151,88.98,711.84,638.32,73.52
O001054,2024-12-28,P0099,C0017,10,0.13,26.76,267.6,666.6,-399.0
O001055,2025-01-22,P0115,C0003,8,0.044,133.58,1068.64,1062.88,5.76
O001056,2024-07-23,P0011,C0031,12,0.13,186.05,2232.6,1666.32,566.28
O001057,2024-09-11,P0088,C0051,3,0.044,186.61,559.83,328.89,230.94
O001058,2024-11-17,P0049,C0001,18,0.039,100.72,1812.96,1436.22,376.74
O001059,2024-03-14,P0021,C0012,13,0.098,39.3,510.9,806.91,-296.01
O001060,2024-07-30,P0115,C0039,9,0.122,122.68,1104.12,1195.74,-91.62
O001061,2024-06-16,P0066,C0004,4,0.01,226.97,907.88,377.84,530.04
O001062,2024-03-02,P0063,C0042,10,0.011,279.49,2794.9,569.9,2225.0
O001063,2024-06-03,P0104,C0013,10,0.141,268.55,2685.5,1215.2,1470.3
O001064,2024-01-29,P0083,C0034,7,0.155,161.72,1132.04,164.71,967.33
O001065,2024-01-11,P0103,C0042,7,0.109,210.69,1474.83,366.59,1108.24
O001066,2024-02-26,P0028,C0021,11,0.077,191.52,2106.72,233.64,1873.08
O001067,2025-02-08,P0017,C0022,4,0.152,180.74,722.96,49.48,673.48
O001068,2024-08-18,P0006,C0057,5,0.131,188.89,944.45,588.3,356.15
O001069,2025-02-09,P0019,C0004,11,0.104,193.15,2124.65,147.51,1977.14
O001070,2024-06-30,P0056,C0018,7,0.058,214.11,1498.77,902.44,596.33
O001071,2024-05-10,P0102,C0005,13,0.036,201.88,2624.44,2065.7,558.74
O001072,2024-07-31,P0028,C0019,10,0.075,191.94,1919.4,212.4,1707.0
O001073,2024-07-03,P0066,C0002,10,0.052,217.34,2173.4,944.6,1228.8
O001074,2024-02-14,P0038,C0012,11,0.061,64.81,712.91,1108.47,-395.56
O001075,2024-09-26,P0119,C0017,7,0.093,165.54,1158.78,829.01,329.77
O001076,2024-03-31,P0037,C0010,10,0.03,205.51,2055.1,1615.2,439.9
O001077,2024-09-17,P0115,C0034,8,0.145,119.47,955.76,1062.88,-107.12
O001078,2024-09-30,P0116,C0006,13,0.026,66.09,859.17,2109.9,-1250.73
O001079,2024-03-04,P0068,C0008,9,0.087,95.45,859.05,503.37,355.68
O001080,2024-01-26,P0086,C0051,11,0.134,156.32,1719.52,440.88,1278.64
O001081,2024-11-23,P0090,C0011,7,0.087,24.09,168.63,75.95,92.68
O001082,2024-07-12,P0049,C0057,12,0.065,98.0,1176.0,957.48,218.52
O001083,2024-01-25,P0043,C0012,8,0.085,18.03,144.24,377.6,-233.36
O001084,2025-02-21,P0036,C0009,7,0.153,18.99,132.93,280.63,-147.7
O001085,2024-01-25,P0058,C0002,9,0.178,36.69,330.21,1576.35,-1246.14
O001086,2024-10-18,P0013,C0008,9,0.114,205.74,1851.66,1265.49,586.17
O001087,2025-02-17,P0052,C0058,-1,0.143,95.69,861.21,594.63,266.58
O001088,2024-04-10,P0058,C0011,10,0.003,44.51,445.1,1751.5,-1306.4
O001089,2024-02-29,P0032,C0060,7,0.158,139.12,973.84,1029.0,-55.16
O001090,2024-02-20,P0081,C0053,13,0.172,107.27,1394.51,1520.61,-126.1
O001091,2024-05-07,P0105,C0036,6,0.104,154.53,927.18,891.36,35.82
O001092,2024-02-12,P0100,C0010,7,0.136,152.98,1070.86,192.64,878.22
O001093,2024-10-17,P0119,C0021,10,0.092,165.72,1657.2,1184.3,472.9
O001094,2024-01-27,P0060,C0020,12,0.052,300.49,3605.88,615.72,2990.16
O001095,2024-08-01,P0110,C0048,14,0.153,32.97,461.58,2272.48,-1810.9
O001096,2025-02-22,P0083,,7,0.107,170.9,1196.3,164.71,1031.59
O001097,2024-12-07,P0058,C0036,12,0.104,40.0,480.0,2101.8,-1621.8
O001098,2024-09-15,P0099,C0029,6,0.119,27.1,162.6,399.96,-237.36
O001099,2024-05-08,P0110,C0042,8,0.154,32.93,263.44,1298.56,-1035.12
O001100,2024-09-19,P0104,C0012,7,0.132,271.36,1899.52,850.64,1048.88
O001101,2024-08-09,P0056,C0014,11,0.038,218.65,2405.15,1418.12,987.03
O001102,2024-06-27,P0028,C0048,6,0.084,190.07,1140.42,127.44,1012.98
O001103,2024-02-24,P0001,C0054,7,0.176,52.98,370.86,454.37,-83.51
O001104,2025-01-07,P0042,C0050,9,0.1,115.11,1035.99,242.37,793.62
O001105,2024-07-07,P0082,C0021,7,0.169,36.28,253.96,701.05,-447.09
O001106,2024-03-22,P0048,C0022,4,0.146,235.0,940.0,383.4,556.6
O001107,2024-06-03,P0040,C0021,7,0.12,269.24,1884.68,1134.91,749.77
O001108,2024-06-22,P0097,C0044,8,0.063,192.07,1536.56,1352.96,183.6
O001109,2024-12-13,P0063,C0050,12,0.055,267.06,3204.72,683.88,2520.84
O001110,2024-11-04,P0076,C0030,8,0.116,188.5,1508.0,1112.0,396.0
O001111,2024-11-19,P0072,C0039,10,0.078,270.64,2706.4,921.9,1784.5
O001112,2024-01-05,P0088,C0020,5,0.144,167.09,835.45,548.15,287.3
O001113,2024-06-23,P0080,C0024,8,0.137,101.91,815.28,934.08,-118.8
O001114,2024-07-21,P0114,C0023,10,0.056,214.54,2145.4,680.6,1464.8
O001115,2024-01-09,P0004,C0007,10,0.126,15.57,155.7,639.3,-483.6
O001116,2024-04-19,P0038,C0009,7,0.089,62.88,440.16,705.39,-265.23
O001117,2024-11-15,P0108,C0001,7,0.058,91.94,643.58,347.2,296.38
O001118,2024-02-27,P0027,C0026,8,0.074,265.83,2126.64,378.8,1747.84
O001119,2024-08-12,P0009,C0038,8,0.161,153.0,1224.0,228.56,995.44
O001120,2024-03-31,P0111,C0038,7,0.065,21.25,148.75,1140.09,-991.34
O001121,2024-01-06,P0016,C0054,14,0.052,230.06,3220.84,1141.56,2079.28
O001122,2024-04-11,P0056,C0044,7,0.063,212.97,1490.79,902.44,588.35
O001123,2025-02-13,P0076,C0022,8,0.039,204.92,1639.36,1112.0,527.36
O001124,2024-12-02,P0031,C0044,7,0.098,172.25,1205.75,1175.37,30.38
O001125,2025-02-07,P0088,C0010,11,0.027,189.93,2089.23,1205.93,883.3
O001126,2024-07-23,P0119,C0055,3,0.147,155.68,467.04,355.29,111.75
O001127,2024-02-16,P0014,C0058,6,0.041,83.78,502.68,557.58,-54.9
O001128,2024-08-18,P0109,C0006,9,0.108,132.81,1195.29,216.09,979.2
O001129,2024-07-09,P0025,C0017,6,0.023,304.6,1827.6,471.54,1356.06
O001130,2024-12-20,P0034,C0051,6,0.176,193.93,1163.58,947.34,216.24
O001131,2024-02-11,P0067,C0050,9,0.082,114.42,1029.78,151.65,878.13
O001132,2024-07-24,P0024,C0038,9,0.148,76.19,685.71,457.92,227.79
O001133,2024-03-04,P0118,C0024,7,0.138,78.72,551.04,994.98,-443.94
O001134,2024-05-16,P0106,C0051,4,0.128,98.97,395.88,413.96,-18.08
O001135,2024-11-05,P0073,C0010,8,0.149,145.49,1163.92,1420.24,-256.32
O001136,2024-07-18,P0026,C0056,9,0.018,132.46,1192.14,1241.55,-49.41
O001137,2024-06-06,P0020,C0008,8,0.122,165.35,1322.8,939.68,383.12
O001138,2024-06-14,P0064,C0021,11,0.048,229.37,2523.07,157.74,2365.33
O001139,2024-07-11,P0104,C0056,14,0.141,268.55,3759.7,1701.28,2058.42
O001140,2024-11-25,P0010,C0006,10,0.172,187.15,1871.5,1306.8,564.7
O001141,2025-01-09,P0083,C0021,6,0.162,160.38,962.28,141.18,821.1
O001142,2025-02-05,P0067,C0057,6,0.021,122.02,732.12,101.1,631.02
O001143,2024-11-26,P0024,C0039,7,0.067,83.43,584.01,356.16,227.85
O001144,2024-05-12,P0005,C0024,15,0.066,42.92,643.8,2002.35,-1358.55
O001145,2024-10-16,P0067,C0033,11,0.022,121.9,1340.9,185.35,1155.55
O001146,2024-07-02,P0058,C0059,10,0.018,43.84,438.4,1751.5,-1313.1
O001147,2024-04-16,P0027,C0018,10,0.069,267.26,2672.6,473.5,2199.1
O001148,2024-12-19,P0080,C0056,4,0.179,96.95,387.8,467.04,-79.24
O001149,2024-01-17,P0113,C0028,5,0.102,242.43,1212.15,331.55,880.6
O001150,2025-01-13,P0015,C0057,9,0.112,101.45,913.05,881.19,31.86
O001151,2024-07-12,P0035,C0052,12,0.085,92.09,1105.08,1754.76,-649.68
O001152,2024-09-24,P0076,C0032,11,0.119,187.86,2066.46,1529.0,537.46
O001153,2024-10-03,P0105,C0012,7,0.172,142.81,999.67,1039.92,-40.25
O001154,2025-01-10,P0053,C0048,11,0.106,59.63,655.93,1871.98,-1216.05
O001155,2024-09-24,P0044,C0042,14,0.012,294.56,4123.84,1140.44,2983.4
O001156,2024-09-14,P0026,C0027,8,0.089,122.88,983.04,1103.6,-120.56
O001157,2024-01-28,P0047,,14,0.179,253.61,3550.54,128.8,3421.74
O001158,2024-08-05,P0034,C0046,6,0.07,218.88,1313.28,947.34,365.94
O001159,2024-03-04,P0087,C0057,11,0.107,91.44,1005.84,165.11,840.73
O001160,2024-11-05,P0095,C0052,12,0.019,245.1,2941.2,1522.08,1419.12
O001161,2024-08-03,P0050,C0042,13,0.025,129.14,1678.82,600.6,1078.22
O001162,2024-10-12,P0084,C0032,12,0.157,21.88,262.56,1820.04,-1557.48
O001163,2024-01-18,P0012,C0042,10,0.054,78.9,789.0,1045.4,-256.4
O001164,2024-02-05,P0087,C0026,7,0.055,96.77,677.39,105.07,572.32
O001165,2024-10-27,P0004,C0025,6,0.07,16.56,99.36,383.58,-284.22
O001166,2024-01-31,P0087,C0011,11,0.174,84.58,930.38,165.11,765.27
O001167,2024-01-30,P0048,C0023,8,0.015,271.04,2168.32,766.8,1401.52
O001168,2024-01-06,P0055,C0034,6,0.147,256.35,1538.1,583.38,954.72
O001169,2025-02-05,P0112,C0057,10,0.061,289.78,2897.8,1168.9,1728.9
O001170,2024-11-05,P0001,C0052,11,0.153,54.46,599.06,714.01,-114.95
O001171,2024-05-28,P0118,C0040,10,0.179,74.97,749.7,1421.4,-671.7
O001172,2024-05-04,P0089,C0023,6,0.063,22.77,136.62,747.24,-610.62
O001173,2024-05-26,P0066,C0029,11,0.023,223.99,2463.89,1039.06,1424.83
O001174,2024-11-21,P0030,C0031,7,0.026,163.92,1147.44,250.11,897.33
O001175,2024-10-04,P0003,C0007,13,0.137,172.57,2243.41,799.37,1444.04
O001176,2024-03-18,P0021,C0040,5,0.026,42.44,212.2,310.35,-98.15
O001177,2024-03-14,P0089,C0033,10,0.047,23.16,231.6,1245.4,-1013.8
O001178,2024-02-11,P0084,C0021,8,0.037,25.0,200.0,1213.36,-1013.36
O001179,2024-10-04,P0049,C0002,4,0.064,98.1,392.4,319.16,73.24
O001180,2024-11-17,P0116,C0018,11,0.013,66.97,736.67,1785.3,-1048.63
O001181,2024-04-21,P0086,C0047,6,0.154,152.71,916.26,240.48,675.78
O001182,2024-01-09,P0085,C0033,7,0.155,132.67,928.69,442.19,486.5
O001183,2024-02-04,P0062,C0037,10,0.074,160.28,1602.8,597.5,1005.3
O001184,2025-02-10,P0097,C0034,5,0.11,182.43,912.15,845.6,66.55
O001185,2024-05-04,P0116,C0020,9,0.116,59.98,539.82,1460.7,-920.88
O001186,2024-11-19,P0038,C0035,13,0.135,59.7,776.1,1310.01,-533.91
O001187,2024-09-19,P0015,C0051,13,0.094,103.51,1345.63,1272.83,72.8
O001188,2024-06-09,P0110,C0050,13,0.092,35.35,459.55,2110.16,-1650.61
O001189,2024-03-27,P0052,C0054,10,0.114,98.93,989.3,660.7,328.6
O001190,2024-02-20,P0079,C0018,5,0.127,250.07,1250.35,356.3,894.05
O001191,2024-09-15,P0046,C0046,10,0.062,290.62,2906.2,1560.5,1345.7
O001192,2024-11-21,P0025,C0024,6,0.059,293.38,1760.28,471.54,1288.74
O001193,2024-09-27,P0021,C0008,7,0.049,41.44,290.08,434.49,-144.41
O001194,2024-08-10,P0088,C0030,8,0.099,175.88,1407.04,877.04,530.0
O001195,2024-01-18,P0005,C0044,7,0.065,42.96,300.72,934.43,-633.71
O001196,2025-02-10,P0070,C0053,6,0.097,236.66,1419.96,295.2,1124.76
O001197,2024-12-01,P0113,C0010,10,0.073,250.26,2502.6,663.1,1839.5
O001198,2024-05-02,P0107,C0023,11,0.151,218.64,2405.04,1090.1,1314.94
O001199,2025-02-15,P0112,C0052,12,0.013,304.6,3655.2,1402.68,2252.52
O001200,2024-09-09,P0108,C0049,9,0.103,87.55,787.95,446.4,341.55
O001201,2024-09-01,P0047,C0011,9,0.104,276.77,2490.93,82.8,2408.13
O001202,2024-11-10,P0087,C0002,11,0.069,95.33,1048.63,165.11,883.52
O001203,2024-12-06,P0068,C0058,14,0.076,96.6,1352.4,783.02,569.38
O001204,2024-10-02,P0091,C0026,12,0.144,227.6,2731.2,1152.96,1578.24
O001205,2024-02-23,P0018,,8,0.051,260.04,2080.32,212.48,1867.84
O001206,2024-05-22,P0021,C0033,10,0.157,36.73,367.3,620.7,-253.4
O001207,2025-01-24,P0092,C0047,9,0.161,104.76,942.84,422.64,520.2
O001208,2024-04-04,P0099,C0013,7,0.117,27.16,190.12,466.62,-276.5
O001209,2024-06-05,P0086,C0040,12,0.139,155.42,1865.04,480.96,1384.08
O001210,2024-06-30,P0104,C0025,8,0.11,278.24,2225.92,972.16,1253.76
O001211,2024-07-03,P0023,C0004,10,0.095,86.78,867.8,1641.0,-773.2
O001212,2024-09-14,P0064,C0042,7,0.174,199.01,1393.07,100.38,1292.69
O001213,2025-01-31,P0067,C0019,6,0.051,118.28,709.68,101.1,608.58
O001214,2024-04-11,P0040,C0018,12,0.028,297.38,3568.56,1945.56,1623.0
O001215,2024-02-21,P0114,C0037,7,0.052,215.45,1508.15,476.42,1031.73
O001216,2024-03-23,P0010,C0030,11,0.111,200.94,2210.34,1437.48,772.86
O001217,2025-01-07,P0089,C0019,9,0.033,23.5,211.5,1120.86,-909.36
O001218,2024-09-28,P0052,C0058,14,0.164,93.35,1306.9,924.98,381.92
O001219,2024-04-30,P0113,C0023,10,0.074,249.99,2499.9,663.1,1836.8
O001220,2024-12-08,P0072,C0059,6,0.153,248.63,1491.78,553.14,938.64
O001221,2024-12-27,P0119,C0054,15,0.045,174.3,2614.5,1776.45,838.05
O001222,2024-12-21,P0075,C0016,12,0.056,244.01,2928.12,1483.32,1444.8
O001223,2025-01-20,P0061,C0001,8,0.011,57.09,456.72,748.24,-291.52
O001224,2024-04-15,P0064,C0012,15,0.046,229.85,3447.75,215.1,3232.65
O001225,2024-11-13,P0005,C0024,12,0.088,41.91,502.92,1601.88,-1098.96
O001226,2024-07-12,P0109,C0034,4,0.17,123.58,494.32,96.04,398.28
O001227,2024-12-19,P0053,C0053,17,0.07,62.03,1054.51,2893.06,-1838.55
O001228,2024-11-01,P0055,C0057,7,0.115,265.97,1861.79,680.61,1181.18
O001229,2024-11-22,P0037,C0008,5,0.077,195.56,977.8,807.6,170.2
O001230,2024-10-02,P0056,C0018,8,0.008,225.47,1803.76,1031.36,772.4
O001231,2024-03-15,P0059,C0057,14,0.091,184.15,2578.1,2429.56,148.54
O001232,2024-08-16,P0109,C0048,8,0.012,147.1,1176.8,192.08,984.72
O001233,2025-02-17,P0102,C0005,10,0.159,176.12,1761.2,1589.0,172.2
O001234,2025-01-28,P0093,C0026,9,0.136,46.44,417.96,1070.73,-652.77
O001235,2024-01-19,P0069,C0030,12,0.068,244.05,2928.6,1970.64,957.96
O001236,2024-03-10,P0073,C0054,6,0.115,151.3,907.8,1065.18,-157.38
O001237,2024-02-25,P0059,C0013,8,0.02,198.53,1588.24,1388.32,199.92
O001238,2024-10-31,P0112,C0019,7,0.126,269.73,1888.11,818.23,1069.88
O001239,2024-12-09,P0002,C0029,10,0.148,246.28,2462.8,189.3,2273.5
O001240,2024-03-30,P0065,C0003,9,0.148,193.91,1745.19,1015.65,729.54
O001241,2024-07-31,P0104,C0026,6,0.051,296.69,1780.14,729.12,1051.02
O001242,2024-12-19,P0060,C0040,8,0.047,302.07,2416.56,410.48,2006.08
O001243,2024-11-03,P0051,C0059,7,0.094,248.79,1741.53,200.34,1541.19
O001244,2024-08-15,P0030,C0058,12,0.174,139.02,1668.24,428.76,1239.48
O001245,2024-09-04,P0011,C0058,13,0.166,178.35,2318.55,1805.18,513.37
O001246,2024-08-01,P0092,C0012,11,0.065,116.74,1284.14,516.56,767.58
O001247,2024-05-04,P0108,C0002,8,0.14,83.94,671.52,396.8,274.72
O001248,2024-08-25,P0076,C0011,13,0.166,177.84,2311.92,1807.0,504.92
O001249,2024-10-16,P0039,C0044,11,0.047,287.65,3164.15,1615.68,1548.47
O001250,2025-01-01,P0090,C0028,8,0.149,22.46,179.68,86.8,92.88
O001251,2024-09-24,P0077,C0018,12,0.048,218.1,2617.2,586.44,2030.76
O001252,2024-11-15,P0072,C0013,11,0.062,275.34,3028.74,1014.09,2014.65
O001253,2024-03-08,P0063,C0037,5,0.036,272.43,1362.15,284.95,1077.2
O001254,2024-07-12,P0064,C0022,7,0.091,219.01,1533.07,100.38,1432.69
O001255,2024-01-04,P0061,C0012,13,0.152,48.96,636.48,1215.89,-579.41
O001256,2024-04-13,P0054,C0002,9,0.095,167.26,1505.34,572.31,933.03
O001257,2024-11-01,P0092,C0037,15,0.022,122.11,1831.65,704.4,1127.25
O001258,2025-02-20,P0094,C0007,7,0.045,166.44,1165.08,265.93,899.15
O001259,2024-02-11,P0073,C0026,14,0.101,153.69,2151.66,2485.42,-333.76
O001260,2024-06-17,P0103,C0026,8,0.105,211.63,1693.04,418.96,1274.08
O001261,2024-12-02,P0095,C0024,16,0.104,223.87,3581.92,2029.44,1552.48
O001262,2024-03-26,P0058,C0012,13,0.014,44.02,572.26,2276.95,-1704.69
O001263,2024-08-21,P0085,C0016,16,0.136,135.66,2170.56,1010.72,1159.84
O001264,2024-11-03,P0056,C0023,3,0.164,190.01,570.03,386.76,183.27
O001265,2024-09-15,P0111,C0040,11,0.092,20.64,227.04,1791.57,-1564.53
O001266,2024-03-19,P0034,C0060,4,0.129,204.99,819.96,631.56,188.4
O001267,2024-05-29,P0119,C0009,7,0.165,152.4,1066.8,829.01,237.79
O001268,2024-11-25,P0031,C0032,8,0.116,168.81,1350.48,1343.28,7.2
O001269,2024-08-20,P0052,C0015,10,0.121,98.15,981.5,660.7,320.8
O001270,2024-01-03,P0089,C0037,6,0.13,21.14,126.84,747.24,-620.4
O001271,2024-11-15,P0076,C0013,11,0.047,203.22,2235.42,1529.0,706.42
O001272,2024-01-15,P0001,C0005,11,0.105,57.55,633.05,714.01,-80.96
O001273,2024-11-09,P0055,C0011,8,0.152,254.85,2038.8,777.84,1260.96
O001274,2024-03-26,P0022,C0010,11,0.053,120.41,1324.51,1050.17,274.34
O001275,2025-02-06,P0040,C0052,11,0.161,256.69,2823.59,1783.43,1040.16
O001276,2024-06-03,P0101,C0013,8,0.112,159.74,1277.92,1336.4,-58.48
O001277,2024-05-17,P0111,C0041,12,0.076,21.0,252.0,1954.44,-1702.44
O001278,2024-03-03,P0001,C0053,11,0.112,57.1,628.1,714.01,-85.91
O001279,2024-05-08,P0065,C0046,5,0.072,211.2,1056.0,564.25,491.75
O001280,2025-01-03,P0063,C0050,13,0.151,239.93,3119.09,740.87,2378.22
O001281,2025-02-22,P0106,C0015,8,0.087,103.63,829.04,827.92,1.12
O001282,2024-06-03,P0054,C0042,7,0.162,154.88,1084.16,445.13,639.03
O001283,2024-07-07,P0042,C0056,6,0.092,116.13,696.78,161.58,535.2
O001284,2024-10-30,P0021,C0007,11,0.119,38.39,422.29,682.77,-260.48
O001285,2025-01-07,P0079,C0040,10,0.18,234.89,2348.9,712.6,1636.3
O001286,2024-09-06,P0081,C0028,9,0.026,126.18,1135.62,1052.73,82.89
O001287,2024-06-13,P0022,C0032,12,0.133,110.24,1322.88,1145.64,177.24
O001288,2024-06-22,P0038,C0035,14,0.025,67.29,942.06,1410.78,-468.72
O001289,2024-10-19,P0099,C0015,10,0.151,26.12,261.2,666.6,-405.4
O001290,2024-01-02,P0109,C0048,6,0.107,132.96,797.76,144.06,653.7
O001291,2024-09-17,P0080,C0036,11,0.169,98.13,1079.43,1284.36,-204.93
O001292,2024-05-29,P0008,C0021,8,0.156,54.06,432.48,713.76,-281.28
O001293,2024-11-29,P0062,C0006,10,0.013,170.84,1708.4,597.5,1110.9
O001294,2024-02-09,P0047,C0001,6,0.025,301.18,1807.08,55.2,1751.88
O001295,2024-09-04,P0017,C0004,9,0.108,190.12,1711.08,111.33,1599.75
O001296,2024-07-21,P0017,C0011,6,0.093,193.32,1159.92,74.22,1085.7
O001297,2024-09-26,P0118,C0044,8,0.03,88.58,708.64,1137.12,-428.48
O001298,2024-01-28,P0090,C0026,7,0.023,25.78,180.46,75.95,104.51
O001299,2024-08-31,P0013,C0037,12,0.102,208.52,2502.24,1687.32,814.92
O001300,2024-08-23,P0017,C0023,9,0.009,211.22,1900.98,111.33,1789.65
O001301,2024-08-23,P0038,C0029,10,0.157,58.18,581.8,1007.7,-425.9
O001302,2024-09-10,P0081,C0021,12,0.145,110.77,1329.24,1403.64,-74.4
O001303,2024-10-11,P0112,C0048,14,0.141,265.1,3711.4,1636.46,2074.94
O001304,2024-12-04,P0078,C0045,15,0.003,256.95,3854.25,1998.75,1855.5
O001305,2024-04-23,P0045,C0045,12,0.009,144.29,1731.48,1784.4,-52.92
O001306,2024-12-12,P0006,C0049,13,0.099,195.85,2546.05,1529.58,1016.47
O001307,2024-07-28,P0035,C0027,6,0.179,82.63,495.78,877.38,-381.6
